query_name,covered_subplans,all_subplans
33b,it2 lt mc2 mi_idx2 ml,1517
33b,cn2 kt2 lt mc2 mi_idx2 ml t2,1517
33b,mi_idx2 ml t2,1517
33b,ml t1,1517
33b,lt mi_idx1 mi_idx2 ml,1517
33b,kt2 mc1 ml t2,1517
33b,mc2 mi_idx2 ml,1517
33b,it2 kt1 kt2 lt mc2 mi_idx2 ml t1 t2,1517
33b,kt1 kt2 lt mi_idx1 ml t1 t2,1517
33b,cn1 lt mc1 mc2 ml,1517
33b,kt1 lt mi_idx1 ml t1,1517
33b,lt mi_idx2 ml,1517
33b,kt2 lt mc1 ml t2,1517
33b,lt mc2 mi_idx2 ml t2,1517
33b,cn2 lt mc2 mi_idx1 ml,1517
33b,it2 lt mi_idx2 ml t2,1517
33b,mi_idx2 t2,1517
33b,cn1 kt1 kt2 lt mc1 mc2 mi_idx1 ml t1 t2,1517
33b,it2 kt2 lt mi_idx2 ml t1 t2,1517
33b,it1 kt1 lt mi_idx1 ml t1 t2,1517
33b,cn2 kt1 kt2 lt mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33b,cn2 it1 kt1 kt2 lt mc1 mc2 mi_idx1 ml t1 t2,1517
33b,cn1 kt1 kt2 lt mc1 mi_idx1 mi_idx2 ml t1 t2,1517
33b,kt2 mc2 ml t2,1517
33b,cn2 kt1 kt2 lt mc1 mc2 ml t1 t2,1517
33b,it2 kt2 mc2 mi_idx2 t2,1517
33b,it1 it2 kt1 kt2 lt mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33b,cn1 kt1 kt2 lt mc1 mc2 ml t1 t2,1517
33b,it1 lt mc2 mi_idx1 ml,1517
33b,it2 kt2 lt mc2 mi_idx2 ml t2,1517
33b,cn2 lt mc2 mi_idx1 ml t2,1517
33b,lt mi_idx2 ml t2,1517
33b,kt2 lt mi_idx1 ml t1 t2,1517
33b,it1 kt2 lt mi_idx1 mi_idx2 ml t1 t2,1517
33b,cn1 mc1 ml,1517
33b,kt2 ml t2,1517
33b,lt mc1 mi_idx2 ml,1517
33b,it2 kt2 lt mi_idx2 ml t2,1517
33b,cn2 kt1 kt2 lt mc1 mc2 mi_idx1 ml t1 t2,1517
33b,kt1 kt2 lt mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33b,kt2 lt mc2 ml t1 t2,1517
33b,cn1 it1 kt1 kt2 lt mc1 mc2 mi_idx1 ml t1 t2,1517
33b,it1 kt1 lt mc2 mi_idx1 ml t1 t2,1517
33b,it1 kt2 lt mc2 mi_idx1 ml t2,1517
33b,it2 kt2 lt mc1 mi_idx2 ml t2,1517
33b,cn1 cn2 it1 it2 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33b,cn2 mc2 t2,1517
33b,lt mi_idx2 ml t1,1517
33b,cn2 it1 kt1 kt2 lt mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33b,it2 kt2 mi_idx2 ml t2,1517
33b,it2 kt2 lt mi_idx1 mi_idx2 ml t2,1517
33b,it1 lt mi_idx1 ml t1,1517
33b,it1 kt1 kt2 lt mc2 mi_idx1 ml t1 t2,1517
33b,cn1 kt1 lt mc1 ml t1 t2,1517
33b,ml t1 t2,1517
33b,kt2 lt mc2 mi_idx1 ml t1 t2,1517
33b,kt1 lt mc1 mi_idx1 ml t1 t2,1517
33b,cn1 kt1 kt2 lt mc1 mi_idx1 ml t1 t2,1517
33b,kt1 kt2 lt mc1 mi_idx1 mi_idx2 ml t1 t2,1517
33b,lt mc1 mi_idx1 ml t1,1517
33b,lt mc2 ml t1 t2,1517
33b,lt mc1 ml,1517
33b,cn2 kt2 lt mc1 mc2 ml t2,1517
33b,cn2 lt mc1 mc2 ml,1517
33b,mi_idx1 ml t1,1517
33b,cn1 lt mc1 mi_idx2 ml t1,1517
33b,it1 it2 kt1 kt2 lt mc1 mi_idx1 mi_idx2 ml t1 t2,1517
33b,mi_idx2 ml t1,1517
33b,kt2 mc2 mi_idx2 t2,1517
33b,cn1 kt1 lt mc1 mi_idx2 ml t1 t2,1517
33b,cn2 lt mc2 ml,1517
33b,cn1 it1 kt1 kt2 lt mc1 mi_idx1 mi_idx2 ml t1 t2,1517
33b,it2 mc2 mi_idx2,1517
33b,cn2 it2 kt1 kt2 lt mc2 mi_idx2 ml t1 t2,1517
33b,cn2 it1 kt1 kt2 lt mc2 mi_idx1 ml t1 t2,1517
33b,it1 kt1 lt mc1 mi_idx1 ml t1,1517
33b,cn1 kt1 lt mc1 mi_idx1 ml t1,1517
33b,cn1 kt1 lt mc1 mc2 ml t1 t2,1517
33b,kt1 lt mi_idx2 ml t1 t2,1517
33b,cn2 kt2 lt mc2 ml t2,1517
33b,cn2 lt mc2 ml t2,1517
33b,kt2 mi_idx2 ml t2,1517
33b,cn1 it1 kt1 kt2 lt mc1 mi_idx1 ml t1 t2,1517
33b,it1 kt1 lt mi_idx1 mi_idx2 ml t1,1517
33b,mc1 mi_idx1,1517
33b,mc2 t2,1517
33b,lt ml t1 t2,1517
33b,it1 lt mi_idx1 ml t2,1517
33b,it2 kt1 kt2 lt mi_idx2 ml t1 t2,1517
33b,cn1 lt mc1 ml t1,1517
33b,cn1 kt1 kt2 lt mc1 ml t1 t2,1517
33b,it1 mc1 mi_idx1,1517
33b,cn1 lt mc1 ml,1517
33b,cn1 cn2 it2 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33b,kt1 kt2 lt mc2 mi_idx1 ml t1 t2,1517
33b,cn1 it1 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33b,mi_idx2 ml,1517
33b,it1 kt1 lt mc2 mi_idx1 ml t1,1517
33b,it1 it2 kt1 kt2 lt mi_idx1 mi_idx2 ml t1 t2,1517
33b,kt2 t2,1517
33b,lt mc1 mi_idx1 ml,1517
33b,it2 lt mi_idx1 mi_idx2 ml,1517
33b,kt2 lt ml t1 t2,1517
33b,kt1 kt2 lt mc2 mi_idx2 ml t1 t2,1517
33b,mc2 mi_idx1 ml,1517
33b,it1 kt1 kt2 lt mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33b,it1 lt mc1 mi_idx1 ml t1,1517
33b,kt2 lt mi_idx1 ml t2,1517
33b,cn1 lt mc1 mi_idx1 ml t1,1517
33b,kt2 lt mc1 mi_idx1 ml t1 t2,1517
33b,kt1 t1,1517
33b,mi_idx1 ml t2,1517
33b,kt1 lt ml t1,1517
33b,kt1 kt2 lt mi_idx2 ml t1 t2,1517
33b,it1 kt1 lt mi_idx1 mi_idx2 ml t1 t2,1517
33b,mi_idx1 t1,1517
33b,it2 kt1 kt2 lt mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33b,kt1 lt ml t1 t2,1517
33b,mc2 ml,1517
33b,mc2 mi_idx2 t2,1517
33b,kt1 kt2 lt ml t1 t2,1517
33b,cn2 mc2,1517
33b,lt mi_idx1 ml t2,1517
33b,kt2 lt mi_idx2 ml t2,1517
33b,kt2 lt mc1 mc2 ml t2,1517
33b,kt1 lt mc2 mi_idx2 ml t1,1517
33b,kt2 lt mi_idx1 mi_idx2 ml t2,1517
33b,it2 lt mc1 mi_idx2 ml,1517
33b,cn1 lt mc1 mc2 ml t1,1517
33b,kt2 lt mi_idx1 mi_idx2 ml t1 t2,1517
33b,mc1 mi_idx2 ml,1517
33b,mc2 ml t1,1517
33b,cn1 mc1 t1,1517
33b,kt2 lt mc2 ml t2,1517
33b,it2 kt2 lt mc1 mi_idx2 ml t1 t2,1517
33b,kt2 mi_idx1 ml t2,1517
33b,it1 lt mi_idx1 mi_idx2 ml t1,1517
33b,it2 lt mi_idx1 mi_idx2 ml t2,1517
33b,lt mi_idx1 ml,1517
33b,cn1 kt1 lt mc1 mc2 ml t1,1517
33b,kt1 lt mc1 ml t1 t2,1517
33b,lt mc2 mi_idx1 ml,1517
33b,it2 kt1 kt2 lt mc1 mi_idx2 ml t1 t2,1517
33b,mc1 ml,1517
33b,lt mi_idx1 ml t1,1517
33b,kt2 lt mc1 ml t1 t2,1517
33b,lt mc2 ml t1,1517
33b,lt mc2 ml t2,1517
33b,lt ml,1517
33b,lt mc1 ml t2,1517
33b,cn2 kt2 lt mc2 mi_idx1 ml t2,1517
33b,mc1 t1,1517
33b,it1 kt2 lt mi_idx1 ml t2,1517
33b,cn2 lt mc2 ml t1,1517
33b,it1 kt1 lt mi_idx1 ml t1,1517
33b,cn1 lt mc1 ml t1 t2,1517
33b,it1 kt1 kt2 lt mc1 mc2 mi_idx1 ml t1 t2,1517
33b,lt mc2 ml,1517
33b,it2 lt mi_idx2 ml t1 t2,1517
33b,cn1 lt mc1 mi_idx1 ml,1517
33b,cn2 kt1 kt2 lt mc2 mi_idx2 ml t1 t2,1517
33b,kt1 ml t1,1517
33b,kt1 kt2 lt mi_idx1 mi_idx2 ml t1 t2,1517
33b,lt mc2 mi_idx2 ml t1,1517
33b,it1 mi_idx1,1517
33b,kt1 kt2 lt mc2 ml t1 t2,1517
33b,it1 kt1 kt2 lt mi_idx1 mi_idx2 ml t1 t2,1517
33b,mi_idx1 ml,1517
33b,it2 kt2 lt mc2 mi_idx2 ml t1 t2,1517
33b,cn1 cn2 it1 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33b,kt1 mi_idx1 t1,1517
33b,cn1 it1 it2 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33b,mc2 ml t2,1517
33b,kt1 lt mi_idx1 ml t1 t2,1517
33b,ml t2,1517
33b,mc1 ml t2,1517
33b,cn2 mc2 mi_idx2,1517
33b,cn2 kt2 lt mc2 mi_idx1 ml t1 t2,1517
33b,kt2 lt ml t2,1517
33b,cn2 lt mc2 mi_idx2 ml t2,1517
33b,it2 kt2 mc2 mi_idx2 ml t2,1517
33b,cn2 kt1 kt2 lt mc2 ml t1 t2,1517
33b,kt2 mc2 t2,1517
33b,it2 kt1 kt2 lt mi_idx1 mi_idx2 ml t1 t2,1517
33b,cn2 kt1 kt2 lt mc2 mi_idx1 ml t1 t2,1517
33b,it1 lt mi_idx1 mi_idx2 ml,1517
33b,it1 kt1 kt2 lt mc1 mi_idx1 ml t1 t2,1517
33b,kt2 ml t1 t2,1517
33b,kt2 lt mc2 mi_idx1 ml t2,1517
33b,mc2 mi_idx2,1517
33b,cn2 kt1 lt mc2 ml t1,1517
33b,lt mc1 ml t1,1517
33b,cn2 it1 it2 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33b,cn1 lt mc1 mi_idx2 ml,1517
33b,kt1 lt mc2 ml t1,1517
33b,cn1 mc1 mi_idx1,1517
33b,it2 kt2 lt mi_idx1 mi_idx2 ml t1 t2,1517
33b,lt mc2 mi_idx2 ml,1517
33b,it2 lt mi_idx2 ml t1,1517
33b,kt1 lt mc1 ml t1,1517
33b,it1 kt2 lt mc1 mi_idx1 ml t1 t2,1517
33b,cn2 kt2 lt mc2 ml t1 t2,1517
33b,cn1 kt1 lt mc1 ml t1,1517
33b,it1 kt2 lt mc1 mi_idx1 mi_idx2 ml t1 t2,1517
33b,cn2 lt mc2 ml t1 t2,1517
33b,cn2 kt2 lt mc2 mi_idx2 ml t1 t2,1517
33b,it1 kt2 lt mi_idx1 mi_idx2 ml t2,1517
33b,kt1 lt mc2 mi_idx2 ml t1 t2,1517
33b,kt1 lt mc2 ml t1 t2,1517
33b,cn1 mc1,1517
33b,mi_idx1 mi_idx2 ml,1517
33b,it1 lt mi_idx1 ml t1 t2,1517
33b,kt1 kt2 lt mc1 mi_idx1 ml t1 t2,1517
33b,it2 lt mc2 mi_idx2 ml t2,1517
33b,it2 kt2 mi_idx2 ml t1 t2,1517
33b,lt mc1 mc2 ml,1517
33b,it1 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33b,lt ml t2,1517
33b,cn1 it1 it2 kt1 kt2 lt mc1 mi_idx1 mi_idx2 ml t1 t2,1517
33b,kt2 lt mi_idx2 ml t1 t2,1517
33b,it2 kt1 kt2 lt mc1 mi_idx1 mi_idx2 ml t1 t2,1517
33b,it1 lt mi_idx1 ml,1517
33b,it1 kt1 kt2 lt mc1 mi_idx1 mi_idx2 ml t1 t2,1517
33b,kt2 mi_idx2 t2,1517
33b,cn2 it2 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33b,it2 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33b,cn2 mc2 ml,1517
33b,it1 lt mc1 mi_idx1 ml,1517
33b,it2 mi_idx2,1517
33b,it2 lt mi_idx2 ml,1517
33b,lt mc1 ml t1 t2,1517
33b,it1 kt2 lt mi_idx1 ml t1 t2,1517
33b,it2 kt2 mi_idx2 t2,1517
33b,it2 lt mc1 mi_idx2 ml t2,1517
33b,mc1 mi_idx1 t1,1517
33b,it2 kt2 mc1 mi_idx2 ml t2,1517
33b,cn2 it1 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33b,it1 lt mc2 mi_idx1 ml t1,1517
33b,it2 kt2 mi_idx1 mi_idx2 ml t2,1517
33b,it1 kt1 kt2 lt mi_idx1 ml t1 t2,1517
33b,mc1 mc2 ml,1517
33b,it1 kt2 lt mc1 mc2 mi_idx1 ml t1 t2,1517
33b,it1 mi_idx1 ml,1517
33b,lt mc2 mi_idx1 ml t2,1517
33b,lt ml t1,1517
33b,it1 kt1 lt mc1 mi_idx1 ml t1 t2,1517
33b,it1 it2 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33b,cn2 kt2 lt mc1 mc2 ml t1 t2,1517
33b,it2 mi_idx2 t2,1517
33b,cn1 kt1 lt mc1 mi_idx1 ml t1 t2,1517
33b,kt1 lt mi_idx2 ml t1,1517
33b,cn1 lt mc1 ml t2,1517
33b,it1 mi_idx1 t1,1517
33b,cn2 kt1 lt mc2 ml t1 t2,1517
33b,it1 kt2 lt mc2 mi_idx1 ml t1 t2,1517
33b,cn1 kt1 kt2 lt mc1 mi_idx2 ml t1 t2,1517
33b,lt mi_idx1 ml t1 t2,1517
33b,kt2 lt mc2 mi_idx2 ml t2,1517
33b,cn2 lt mc2 mi_idx2 ml,1517
33b,cn2 lt mc1 mc2 ml t2,1517
33b,cn1 kt1 lt mc1 mi_idx2 ml t1,1517
33b,mc1 mi_idx1 ml,1517
33b,mc1 ml t1,1517
33b,kt1 mc1 t1,1517
33b,cn1 it1 kt2 lt mc1 mi_idx1 ml t1 t2,1517
33b,lt mc1 mc2 ml t2,1517
33c,kt1 kt2 lt mc1 ml t1 t2,1517
33c,kt1 lt mc1 mi_idx1 ml t1,1517
33c,it2 mi_idx2 ml,1517
33c,it2 lt mc2 mi_idx2 ml,1517
33c,cn2 kt2 lt mc2 mi_idx2 ml t2,1517
33c,mi_idx2 ml t2,1517
33c,ml t1,1517
33c,lt mi_idx1 mi_idx2 ml,1517
33c,mc2 mi_idx2 ml,1517
33c,it2 kt1 kt2 lt mc2 mi_idx2 ml t1 t2,1517
33c,kt1 kt2 lt mi_idx1 ml t1 t2,1517
33c,cn1 lt mc1 mc2 ml,1517
33c,kt1 lt mi_idx1 ml t1,1517
33c,it2 kt1 lt mc2 mi_idx2 ml t1 t2,1517
33c,lt mi_idx2 ml,1517
33c,kt2 lt mc1 ml t2,1517
33c,cn2 lt mc2 mi_idx1 ml,1517
33c,it2 lt mi_idx2 ml t2,1517
33c,mi_idx2 t2,1517
33c,cn1 kt1 kt2 lt mc1 mc2 mi_idx1 ml t1 t2,1517
33c,it2 kt2 lt mi_idx2 ml t1 t2,1517
33c,it1 kt1 lt mi_idx1 ml t1 t2,1517
33c,kt1 lt mc1 mi_idx2 ml t1 t2,1517
33c,cn2 kt1 kt2 lt mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33c,cn2 it1 kt1 kt2 lt mc1 mc2 mi_idx1 ml t1 t2,1517
33c,cn1 kt1 kt2 lt mc1 mi_idx1 mi_idx2 ml t1 t2,1517
33c,kt1 lt mc2 mi_idx1 ml t1 t2,1517
33c,cn2 kt1 kt2 lt mc1 mc2 ml t1 t2,1517
33c,it1 it2 kt1 kt2 lt mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33c,cn1 kt1 kt2 lt mc1 mc2 ml t1 t2,1517
33c,it1 lt mc2 mi_idx1 ml,1517
33c,it2 kt2 lt mc2 mi_idx2 ml t2,1517
33c,cn2 lt mc2 mi_idx1 ml t2,1517
33c,lt mi_idx2 ml t2,1517
33c,kt2 lt mi_idx1 ml t1 t2,1517
33c,kt1 lt mi_idx1 mi_idx2 ml t1 t2,1517
33c,it1 kt2 lt mi_idx1 mi_idx2 ml t1 t2,1517
33c,cn1 mc1 ml,1517
33c,kt2 ml t2,1517
33c,lt mc1 mi_idx2 ml,1517
33c,it2 kt2 lt mi_idx2 ml t2,1517
33c,cn2 kt1 kt2 lt mc1 mc2 mi_idx1 ml t1 t2,1517
33c,kt1 lt mc1 mc2 ml t1 t2,1517
33c,kt1 kt2 lt mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33c,kt2 lt mc2 ml t1 t2,1517
33c,cn1 it1 kt1 kt2 lt mc1 mc2 mi_idx1 ml t1 t2,1517
33c,it1 kt1 lt mc2 mi_idx1 ml t1 t2,1517
33c,it1 kt2 lt mc2 mi_idx1 ml t2,1517
33c,it2 kt2 lt mc1 mi_idx2 ml t2,1517
33c,cn1 cn2 it1 it2 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33c,cn2 mc2 t2,1517
33c,lt mi_idx2 ml t1,1517
33c,cn2 it1 kt1 kt2 lt mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33c,it2 kt2 lt mi_idx1 mi_idx2 ml t2,1517
33c,it1 lt mi_idx1 ml t1,1517
33c,it1 kt1 kt2 lt mc2 mi_idx1 ml t1 t2,1517
33c,cn1 kt1 lt mc1 ml t1 t2,1517
33c,ml t1 t2,1517
33c,kt2 lt mc2 mi_idx1 ml t1 t2,1517
33c,kt1 lt mc1 mi_idx1 ml t1 t2,1517
33c,cn1 kt1 kt2 lt mc1 mi_idx1 ml t1 t2,1517
33c,kt1 kt2 lt mc1 mi_idx1 mi_idx2 ml t1 t2,1517
33c,lt mc1 mi_idx1 ml t1,1517
33c,lt mc2 ml t1 t2,1517
33c,lt mc1 ml,1517
33c,cn2 kt2 lt mc1 mc2 ml t2,1517
33c,cn2 lt mc1 mc2 ml,1517
33c,mi_idx1 ml t1,1517
33c,cn1 lt mc1 mi_idx2 ml t1,1517
33c,it1 it2 kt1 kt2 lt mc1 mi_idx1 mi_idx2 ml t1 t2,1517
33c,mi_idx2 ml t1,1517
33c,cn1 kt1 lt mc1 mi_idx2 ml t1 t2,1517
33c,cn2 lt mc2 ml,1517
33c,cn1 it1 kt1 kt2 lt mc1 mi_idx1 mi_idx2 ml t1 t2,1517
33c,it2 mc2 mi_idx2,1517
33c,cn2 it2 kt1 kt2 lt mc2 mi_idx2 ml t1 t2,1517
33c,cn2 it1 kt1 kt2 lt mc2 mi_idx1 ml t1 t2,1517
33c,it1 kt1 lt mc1 mi_idx1 ml t1,1517
33c,cn1 kt1 lt mc1 mi_idx1 ml t1,1517
33c,cn1 kt1 lt mc1 mc2 ml t1 t2,1517
33c,kt1 lt mi_idx2 ml t1 t2,1517
33c,it1 it2 kt2 lt mc2 mi_idx1 mi_idx2 ml t2,1517
33c,cn2 kt2 lt mc2 ml t2,1517
33c,cn2 lt mc2 ml t2,1517
33c,it2 kt1 kt2 lt mi_idx2 ml t1 t2,1517
33c,it1 kt1 lt mi_idx1 mi_idx2 ml t1,1517
33c,mc1 mi_idx1,1517
33c,mc2 t2,1517
33c,lt ml t1 t2,1517
33c,it1 lt mi_idx1 ml t2,1517
33c,cn1 lt mc1 ml t1,1517
33c,cn1 kt1 kt2 lt mc1 ml t1 t2,1517
33c,cn1 it1 kt1 kt2 lt mc1 mi_idx1 ml t1 t2,1517
33c,it1 mc1 mi_idx1,1517
33c,cn1 lt mc1 ml,1517
33c,cn1 cn2 it2 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33c,kt1 kt2 lt mc2 mi_idx1 ml t1 t2,1517
33c,cn1 it1 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33c,mi_idx2 ml,1517
33c,it1 kt1 lt mc2 mi_idx1 ml t1,1517
33c,it1 it2 kt1 kt2 lt mi_idx1 mi_idx2 ml t1 t2,1517
33c,kt2 t2,1517
33c,lt mc1 mi_idx1 ml,1517
33c,it2 lt mi_idx1 mi_idx2 ml,1517
33c,kt2 lt ml t1 t2,1517
33c,kt1 kt2 lt mc2 mi_idx2 ml t1 t2,1517
33c,lt mi_idx2 ml t1 t2,1517
33c,it2 kt1 lt mc1 mi_idx2 ml t1 t2,1517
33c,mc2 mi_idx1 ml,1517
33c,it1 kt1 kt2 lt mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33c,cn1 it1 it2 kt2 lt mc1 mi_idx1 mi_idx2 ml t1 t2,1517
33c,it1 lt mc1 mi_idx1 ml t1,1517
33c,kt2 lt mi_idx1 ml t2,1517
33c,cn1 lt mc1 mi_idx1 ml t1,1517
33c,kt2 lt mc1 mi_idx1 ml t1 t2,1517
33c,kt1 t1,1517
33c,mi_idx1 ml t2,1517
33c,kt1 lt ml t1,1517
33c,kt1 kt2 lt mi_idx2 ml t1 t2,1517
33c,it1 kt1 lt mi_idx1 mi_idx2 ml t1 t2,1517
33c,it2 kt1 lt mi_idx2 ml t1 t2,1517
33c,mi_idx1 t1,1517
33c,it2 kt1 kt2 lt mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33c,kt1 lt ml t1 t2,1517
33c,mc2 ml,1517
33c,mc2 mi_idx2 t2,1517
33c,kt1 kt2 lt ml t1 t2,1517
33c,cn2 mc2,1517
33c,cn2 it1 it2 kt1 kt2 lt mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33c,lt mi_idx1 ml t2,1517
33c,kt2 lt mi_idx2 ml t2,1517
33c,kt1 lt mc2 mi_idx2 ml t1,1517
33c,kt2 lt mi_idx1 mi_idx2 ml t2,1517
33c,it2 lt mc1 mi_idx2 ml,1517
33c,cn1 lt mc1 mc2 ml t1,1517
33c,kt2 lt mi_idx1 mi_idx2 ml t1 t2,1517
33c,mc1 mi_idx2 ml,1517
33c,mc2 ml t1,1517
33c,cn1 mc1 t1,1517
33c,kt2 lt mc2 ml t2,1517
33c,it2 kt2 lt mc1 mi_idx2 ml t1 t2,1517
33c,it1 lt mi_idx1 mi_idx2 ml t1,1517
33c,it2 kt1 lt mi_idx1 mi_idx2 ml t1 t2,1517
33c,it2 lt mi_idx1 mi_idx2 ml t2,1517
33c,lt mi_idx1 ml,1517
33c,cn1 kt1 lt mc1 mc2 ml t1,1517
33c,kt1 lt mc1 ml t1 t2,1517
33c,lt mc2 mi_idx1 ml,1517
33c,it2 kt1 kt2 lt mc1 mi_idx2 ml t1 t2,1517
33c,mc1 ml,1517
33c,lt mi_idx1 ml t1,1517
33c,kt2 lt mc1 ml t1 t2,1517
33c,lt mc2 ml t1,1517
33c,lt mc2 ml t2,1517
33c,lt ml,1517
33c,lt mc1 ml t2,1517
33c,cn2 kt2 lt mc2 mi_idx1 ml t2,1517
33c,mc1 t1,1517
33c,it1 kt2 lt mi_idx1 ml t2,1517
33c,cn2 lt mc2 ml t1,1517
33c,it1 kt1 lt mi_idx1 ml t1,1517
33c,cn1 lt mc1 ml t1 t2,1517
33c,it2 lt mi_idx2 ml t1 t2,1517
33c,lt mc2 ml,1517
33c,cn1 lt mc1 mi_idx1 ml,1517
33c,cn2 kt1 kt2 lt mc2 mi_idx2 ml t1 t2,1517
33c,kt1 ml t1,1517
33c,kt1 kt2 lt mi_idx1 mi_idx2 ml t1 t2,1517
33c,lt mc2 mi_idx2 ml t1,1517
33c,it1 mi_idx1,1517
33c,kt1 kt2 lt mc2 ml t1 t2,1517
33c,it1 kt1 kt2 lt mi_idx1 mi_idx2 ml t1 t2,1517
33c,mi_idx1 ml,1517
33c,it2 kt2 lt mc2 mi_idx2 ml t1 t2,1517
33c,cn1 cn2 it1 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33c,kt1 mi_idx1 t1,1517
33c,mc2 ml t2,1517
33c,cn1 it1 it2 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33c,kt1 kt2 lt mc1 mc2 ml t1 t2,1517
33c,kt1 lt mi_idx1 ml t1 t2,1517
33c,ml t2,1517
33c,mc1 ml t2,1517
33c,cn2 mc2 mi_idx2,1517
33c,cn2 lt mc2 mi_idx2 ml t2,1517
33c,kt2 lt ml t2,1517
33c,it1 it2 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33c,cn2 kt2 lt mc2 mi_idx1 ml t1 t2,1517
33c,it1 it2 kt2 lt mi_idx1 mi_idx2 ml t2,1517
33c,cn2 kt1 kt2 lt mc2 ml t1 t2,1517
33c,kt2 mc2 t2,1517
33c,it2 kt1 kt2 lt mi_idx1 mi_idx2 ml t1 t2,1517
33c,it1 it2 kt2 lt mc1 mi_idx1 mi_idx2 ml t1 t2,1517
33c,cn2 kt1 kt2 lt mc2 mi_idx1 ml t1 t2,1517
33c,it1 lt mi_idx1 mi_idx2 ml,1517
33c,it1 kt1 kt2 lt mc1 mi_idx1 ml t1 t2,1517
33c,kt2 lt mc2 mi_idx1 ml t2,1517
33c,mc2 mi_idx2,1517
33c,cn2 kt1 lt mc2 ml t1,1517
33c,lt mc1 ml t1,1517
33c,cn2 it1 it2 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33c,cn1 lt mc1 mi_idx2 ml,1517
33c,kt1 lt mc2 ml t1,1517
33c,cn1 mc1 mi_idx1,1517
33c,it2 kt2 lt mi_idx1 mi_idx2 ml t1 t2,1517
33c,lt mc2 mi_idx2 ml,1517
33c,it2 lt mi_idx2 ml t1,1517
33c,kt1 lt mc1 ml t1,1517
33c,it1 kt2 lt mc1 mi_idx1 ml t1 t2,1517
33c,cn2 kt2 lt mc2 ml t1 t2,1517
33c,cn1 kt1 lt mc1 ml t1,1517
33c,it1 kt2 lt mc1 mi_idx1 mi_idx2 ml t1 t2,1517
33c,cn2 lt mc2 ml t1 t2,1517
33c,cn2 kt2 lt mc2 mi_idx2 ml t1 t2,1517
33c,it1 kt2 lt mi_idx1 mi_idx2 ml t2,1517
33c,kt1 lt mc2 mi_idx2 ml t1 t2,1517
33c,kt1 lt mc2 ml t1 t2,1517
33c,cn1 mc1,1517
33c,mi_idx1 mi_idx2 ml,1517
33c,it1 lt mi_idx1 ml t1 t2,1517
33c,kt1 kt2 lt mc1 mi_idx1 ml t1 t2,1517
33c,it2 lt mc2 mi_idx2 ml t2,1517
33c,lt mc1 mc2 ml,1517
33c,it1 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
33c,lt ml t2,1517
33c,kt2 lt mi_idx2 ml t1 t2,1517
33c,it2 kt1 kt2 lt mc1 mi_idx1 mi_idx2 ml t1 t2,1517
33c,cn1 it1 it2 kt1 kt2 lt mc1 mi_idx1 mi_idx2 ml t1 t2,1517
33c,it1 lt mi_idx1 ml,1517
33c,it1 kt1 kt2 lt mc1 mi_idx1 mi_idx2 ml t1 t2,1517
33c,kt2 mi_idx2 t2,1517
33c,cn2 it2 kt1 kt2 lt mc1 mc2 mi_idx1 mi_idx2 ml t1 t2,1517
